id,address_state,application_type,emp_length,employer,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,monthly_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
694032,MD,INDIVIDUAL,3 years,Cosmo Films,B,MORTGAGE,11/03/2021,11/10/2021,11/09/2021,Fully Paid,11/10/2021,884903,car,B5, 36 months,Not Verified,75000,6250,17.04,98.38,11.11,3000,29,3157
787055,OH,INDIVIDUAL,4 years,Swagelok,B,MORTGAGE,11/06/2021,13/02/2021,12/02/2021,Fully Paid,12/03/2021,990554,car,B3, 36 months,Not Verified,39000,3250,2.31,106.39,10.99,3250,13,3443
431130,WV,INDIVIDUAL,5 years,"Verizon Federal, Inc.",B,MORTGAGE,09/07/2021,14/11/2021,11/04/2021,Fully Paid,11/05/2021,511576,car,B2, 36 months,Not Verified,65200,5433,17.21,98.59,11.26,3000,36,3430
1004136,GA,INDIVIDUAL,6 years,Polychem,B,MORTGAGE,11/10/2021,16/05/2021,14/11/2021,Fully Paid,14/12/2021,1230766,car,B1, 36 months,Not Verified,83000,6917,18.65,161.13,9.91,5000,18,5800
389965,MA,INDIVIDUAL,8 years,Applebee's,B,MORTGAGE,09/10/2021,15/05/2021,12/03/2021,Fully Paid,12/04/2021,395889,car,B4, 36 months,Not Verified,62851,5238,9.03,399.6,12.18,12000,22,14275
676230,AL,INDIVIDUAL,9 years,"Cork, Hill and Company, L.L.C.",B,MORTGAGE,11/03/2021,16/05/2021,14/03/2021,Fully Paid,14/04/2021,864190,car,B2, 36 months,Not Verified,54996,4583,5.39,484.01,10,15000,11,17424
788986,NC,INDIVIDUAL,2 years,carolina health care,B,MORTGAGE,11/06/2021,15/01/2021,12/03/2021,Fully Paid,12/04/2021,992800,car,B2, 36 months,Not Verified,56160,4680,5.49,99.27,10.59,3050,34,3225
494363,NM,INDIVIDUAL,1 year,,B,MORTGAGE,10/03/2021,11/08/2021,11/09/2021,Fully Paid,11/10/2021,632851,car,B4, 36 months,Not Verified,45000,3750,11.25,108.03,10.99,3300,13,3712
561280,VA,INDIVIDUAL,10+ years,Advance Auto Parts,B,MORTGAGE,10/08/2021,16/05/2021,12/04/2021,Fully Paid,12/05/2021,722341,car,B2, 36 months,Not Verified,120000,10000,18.96,182.68,10.75,5600,50,6340
636721,MD,INDIVIDUAL,10+ years,The American Sugar Refiining Co,B,MORTGAGE,10/12/2021,16/05/2021,13/01/2021,Fully Paid,13/02/2021,815649,car,B3, 36 months,Not Verified,99750,8313,7.29,385.07,9.62,12000,18,13631
1037682,OH,INDIVIDUAL,10+ years,Countryside Animal Hospital,B,MORTGAGE,11/12/2021,16/05/2021,14/12/2021,Fully Paid,14/01/2022,1267588,car,B4, 36 months,Not Verified,108000,9000,9.64,160.4,12.42,4800,18,5774
611873,NM,INDIVIDUAL,10+ years,B N S F Railroad,B,MORTGAGE,10/11/2021,15/12/2021,13/12/2021,Fully Paid,13/01/2022,784596,car,B4, 36 months,Not Verified,48000,4000,24.02,122.6,9.99,3800,30,4414
554118,NJ,INDIVIDUAL,4 years,Mt. Olive Twp,B,MORTGAGE,10/07/2021,12/10/2021,12/10/2021,Fully Paid,12/11/2021,713865,car,B2, 36 months,Not Verified,90000,7500,15.32,55.46,10.75,1700,48,1970
781298,TX,INDIVIDUAL,9 years,,B,MORTGAGE,11/06/2021,16/05/2021,14/06/2021,Fully Paid,14/07/2021,984137,car,B2, 36 months,Not Verified,70000,5833,23.09,278.85,11.14,8500,19,10038
652490,TX,INDIVIDUAL,1 year,San Antonio Fire Department,B,MORTGAGE,11/01/2021,11/02/2021,11/03/2021,Fully Paid,11/04/2021,834488,car,B5, 36 months,Not Verified,46800,3900,14.59,181.17,11.11,5525,11,5577
707827,NY,INDIVIDUAL,5 years,Nutricap Labs,B,MORTGAGE,11/03/2021,14/09/2021,12/01/2021,Fully Paid,12/02/2021,900219,car,B3, 36 months,Not Verified,150000,12500,4.65,389.3,10.37,12000,16,12843
372096,CA,INDIVIDUAL,7 years,South San Francisco Fire Department,B,MORTGAGE,09/01/2021,11/04/2021,11/04/2021,Fully Paid,11/05/2021,390612,car,B3, 36 months,Not Verified,120000,10000,14.51,82.54,11.58,2500,27,2975
831545,TX,INDIVIDUAL,9 years,Cudd Energy Services,B,MORTGAGE,11/08/2021,13/03/2021,13/02/2021,Fully Paid,13/03/2021,1040782,car,B1, 36 months,Not Verified,100000,8333,12.68,193.58,9.99,6000,29,6699
485338,TX,INDIVIDUAL,3 years,TSI CORP,B,MORTGAGE,10/02/2021,13/03/2021,13/03/2021,Fully Paid,13/04/2021,618278,car,B1, 36 months,Not Verified,41000,3417,10.6,289.9,9.88,9000,39,10437
497757,VA,INDIVIDUAL,8 years,Food Lion,B,MORTGAGE,10/04/2021,16/01/2021,13/04/2021,Fully Paid,13/05/2021,638159,car,B3, 36 months,Not Verified,45000,3750,10,244.2,10.62,7500,20,8792
296489,NJ,INDIVIDUAL,10+ years,Johnson & Johnson,B,MORTGAGE,08/03/2021,16/05/2021,11/02/2021,Fully Paid,11/03/2021,296474,car,B2, 36 months,Not Verified,99000,8250,8.86,578.79,9.76,18000,24,21247
456763,AZ,INDIVIDUAL,3 years,Data Doctors,B,MORTGAGE,09/11/2021,16/05/2021,11/07/2021,Fully Paid,11/08/2021,567415,car,B5, 36 months,Not Verified,29000,2417,6.91,117.14,12.53,3500,9,3880
784904,MI,INDIVIDUAL,10+ years,West Ottawa Public Schools,B,MORTGAGE,11/06/2021,12/03/2021,12/03/2021,Fully Paid,12/04/2021,988157,car,B1, 36 months,Not Verified,105000,8750,20.58,193.58,9.99,6000,61,6366
882693,CA,INDIVIDUAL,2 years,John Muir Health,B,MORTGAGE,11/09/2021,14/09/2021,14/10/2021,Fully Paid,14/11/2021,1097939,car,B2, 36 months,Not Verified,78000,6500,21.28,57.01,10.65,1750,18,2052
361726,PA,INDIVIDUAL,8 years,Horace Mann Insurance,B,MORTGAGE,08/11/2021,10/04/2021,10/04/2021,Fully Paid,10/05/2021,370454,car,B2, 36 months,Not Verified,92904,7742,19.8,174.73,10.51,5375,37,5988
444554,MA,INDIVIDUAL,6 years,"I-many, Inc.",C,MORTGAGE,09/10/2021,14/11/2021,11/05/2021,Fully Paid,11/06/2021,542120,car,C1, 36 months,Not Verified,150000,12500,2.5,319.52,12.87,9500,17,11012
512859,CA,INDIVIDUAL,9 years,city of dixon,C,MORTGAGE,10/05/2021,13/05/2021,13/05/2021,Fully Paid,13/06/2021,662623,car,C1, 36 months,Not Verified,80000,6667,17.61,201.4,12.73,6000,29,7251
696646,FL,INDIVIDUAL,2 years,tyco electronics,C,MORTGAGE,11/03/2021,16/02/2021,14/03/2021,Fully Paid,14/04/2021,887830,car,C4, 36 months,Not Verified,57600,4800,14.29,136.33,13.8,4000,17,4908
536605,AZ,INDIVIDUAL,2 years,dish network,C,MORTGAGE,10/06/2021,11/09/2021,11/09/2021,Fully Paid,11/10/2021,693209,car,C5, 36 months,Not Verified,46140,3845,11.65,165.74,14.72,4800,9,5499
427684,PA,INDIVIDUAL,< 1 year,Prostar Packaging,C,MORTGAGE,09/07/2021,11/05/2021,11/06/2021,Fully Paid,11/07/2021,505430,car,C4, 36 months,Not Verified,15000,1250,15.28,122.13,13.47,3600,7,4242
735694,CA,INDIVIDUAL,< 1 year,Agile1 Inc.,C,MORTGAGE,11/05/2021,15/02/2021,14/06/2021,Fully Paid,14/07/2021,932478,car,C5, 36 months,Not Verified,144000,12000,9.61,264.32,15.23,7600,14,9515
458516,FL,INDIVIDUAL,< 1 year,walmart,C,MORTGAGE,09/12/2021,12/12/2021,12/12/2021,Fully Paid,12/01/2022,570794,car,C5, 36 months,Not Verified,100000,8333,8.95,343.06,14.26,10000,17,12350
732431,PA,INDIVIDUAL,8 years,Penn United Technologies,C,MORTGAGE,11/04/2021,13/12/2021,12/09/2021,Fully Paid,12/10/2021,928636,car,C1, 36 months,Not Verified,44400,3700,4.92,83.86,12.68,2500,11,2829
495428,WI,INDIVIDUAL,3 years,"Hennes Services, Inc.",C,MORTGAGE,10/03/2021,15/07/2021,11/11/2021,Fully Paid,11/12/2021,634592,car,C2, 36 months,Not Verified,53000,4417,19.15,215.97,13.11,6400,27,7438
737746,NC,INDIVIDUAL,6 years,Ingles Markets,C,MORTGAGE,11/04/2021,13/06/2021,13/06/2021,Fully Paid,13/07/2021,934984,car,C5, 36 months,Not Verified,19200,1600,14.06,171.31,14.17,5000,7,6040
970187,GA,INDIVIDUAL,9 years,Floor Productions llc,C,MORTGAGE,11/09/2021,16/05/2021,14/01/2021,Fully Paid,14/02/2021,1191431,car,C5, 36 months,Not Verified,48000,4000,11.8,196.77,15.96,5600,31,6969
1008709,PA,INDIVIDUAL,6 years,NexTier Bank,C,MORTGAGE,11/11/2021,16/05/2021,14/07/2021,Fully Paid,14/08/2021,1235403,car,C1, 36 months,Not Verified,103000,8583,17.32,135.73,13.49,4000,47,4871
364302,VA,INDIVIDUAL,10+ years,PHILIP MORRIS,C,MORTGAGE,08/12/2021,11/12/2021,11/12/2021,Fully Paid,11/01/2022,374794,car,C5, 36 months,Not Verified,130000,10833,11.06,202.28,13.04,6000,32,7282
793800,GA,INDIVIDUAL,10+ years,J&K Fleas An'Tiques,D,MORTGAGE,11/06/2021,16/05/2021,14/07/2021,Fully Paid,14/08/2021,998342,car,D2, 36 months,Not Verified,126000,10500,12.76,126.55,15.99,3600,51,4556
572542,NY,INDIVIDUAL,10+ years,Frontier Telephone,D,MORTGAGE,10/08/2021,16/05/2021,13/01/2021,Fully Paid,13/02/2021,736455,car,D4, 36 months,Not Verified,50000,4167,15.86,140.53,15.95,4000,55,4995
510506,WA,INDIVIDUAL,10+ years,lucky eagle casino,D,MORTGAGE,10/05/2021,12/05/2021,12/04/2021,Fully Paid,12/05/2021,659194,car,D3, 36 months,Not Verified,42000,3500,11,104.49,15.33,3000,20,3647
366128,CA,INDIVIDUAL,5 years,Hacienda La Puente USD,A,OTHER,08/12/2021,09/02/2021,09/02/2021,Fully Paid,09/03/2021,377327,car,A4, 36 months,Not Verified,55000,4583,6.76,127.79,9.32,4000,22,4059
549126,AZ,INDIVIDUAL,1 year,city of yuma,A,OWN,10/07/2021,13/07/2021,13/04/2021,Fully Paid,13/05/2021,707878,car,A2, 36 months,Not Verified,63600,5300,22.09,123.07,6.76,4000,21,4424
472180,MN,INDIVIDUAL,10+ years,"Babcock, Langbein and Co",A,OWN,10/01/2021,15/02/2021,12/07/2021,Fully Paid,12/08/2021,596143,car,A1, 36 months,Not Verified,200000,16667,6.94,494.4,7.05,16000,26,17719
864280,NY,INDIVIDUAL,10+ years,schneider national carriers,A,OWN,11/08/2021,11/08/2021,11/10/2021,Fully Paid,11/11/2021,1077447,car,A1, 36 months,Not Verified,48000,4000,9.2,75.4,5.42,2500,17,2512
986915,MI,INDIVIDUAL,10+ years,L3 Communcations C.P.S.,A,OWN,11/10/2021,16/05/2021,14/10/2021,Fully Paid,14/11/2021,1210906,car,A3, 36 months,Not Verified,53000,4417,3.35,93.34,7.51,3000,8,3360
664738,CO,INDIVIDUAL,10+ years,Amerigas,A,OWN,11/02/2021,15/04/2021,12/05/2021,Fully Paid,12/06/2021,849947,car,A3, 36 months,Not Verified,42300,3525,14.47,61.69,6.92,2000,14,2142
361916,NY,INDIVIDUAL,10+ years,KOIKE ARONSON INC,A,OWN,08/11/2021,08/12/2021,08/12/2021,Fully Paid,08/01/2022,370824,car,A3, 36 months,Not Verified,75000,6250,17.81,150.42,8,4800,27,4832
771076,OH,INDIVIDUAL,3 years,medlab,A,OWN,11/06/2021,14/06/2021,14/06/2021,Fully Paid,14/07/2021,972813,car,A4, 36 months,Not Verified,28000,2333,13.93,149.29,7.49,4800,19,5374
806215,VA,INDIVIDUAL,3 years,william edwards,A,OWN,11/07/2021,12/03/2021,11/10/2021,Fully Paid,11/11/2021,998690,car,A5, 36 months,Not Verified,42000,3500,1.77,220.95,8.49,7000,16,7145
600776,CT,INDIVIDUAL,4 years,Apple Rehab of Old Saybrook,A,OWN,10/10/2021,16/04/2021,13/04/2021,Fully Paid,13/05/2021,771025,car,A2, 36 months,Not Verified,48000,4000,11.15,90.99,5.79,3000,22,3263
743687,CA,INDIVIDUAL,5 years,medx billing services,A,OWN,11/05/2021,16/01/2021,14/01/2021,Fully Paid,14/02/2021,941999,car,A1, 36 months,Not Verified,33600,2800,13.68,162.87,5.42,5400,15,5856
588608,TX,INDIVIDUAL,6 years,Capps Ag Center,A,OWN,10/10/2021,12/02/2021,12/01/2021,Fully Paid,12/02/2021,756206,car,A2, 36 months,Not Verified,65000,5417,24.94,107.69,6.76,3500,37,3742
880239,FL,INDIVIDUAL,7 years,Attila Contractor,A,OWN,11/09/2021,13/04/2021,13/03/2021,Fully Paid,13/04/2021,1095196,car,A1, 36 months,Not Verified,19200,1600,2.25,182.62,6.03,6000,15,6422
701662,OK,INDIVIDUAL,7 years,Rialto Theater,A,OWN,11/03/2021,15/03/2021,14/04/2021,Fully Paid,14/05/2021,893426,car,A2, 36 months,Not Verified,14400,1200,15.17,163.01,5.79,5375,10,5868
620935,MA,INDIVIDUAL,7 years,Town Of Stoneham Police Dept,A,OWN,10/11/2021,13/12/2021,13/12/2021,Fully Paid,13/01/2022,795814,car,A4, 36 months,Not Verified,39600,3300,8.06,303.61,6.54,9900,8,10930
1030418,NC,INDIVIDUAL,8 years,flexsol,A,OWN,11/11/2021,14/05/2021,14/06/2021,Fully Paid,14/07/2021,1259806,car,A1, 36 months,Not Verified,48000,4000,7.75,76.09,6.03,2500,12,2717
778086,KY,INDIVIDUAL,< 1 year,"Sysco, Inc",A,OWN,11/06/2021,16/05/2021,13/07/2021,Fully Paid,13/08/2021,980621,car,A3, 36 months,Not Verified,41000,3417,8.08,30.88,6.99,1000,12,1055
406033,NJ,INDIVIDUAL,< 1 year,Octapharma,A,OWN,09/05/2021,16/05/2021,12/03/2021,Fully Paid,12/04/2021,454370,car,A3, 36 months,Not Verified,40000,3333,13.23,188.02,8,6000,17,6739
851757,VT,INDIVIDUAL,10+ years,the automaster,A,OWN,11/08/2021,16/01/2021,12/11/2021,Fully Paid,12/12/2021,1063721,car,A5, 36 months,Not Verified,40000,3333,11.61,157.82,8.49,5000,29,5414
386541,TX,INDIVIDUAL,5 years,houston Cold Freight,A,OWN,09/03/2021,12/04/2021,12/04/2021,Fully Paid,12/05/2021,418858,car,A1, 36 months,Not Verified,48000,4000,12.07,322.88,7.37,10400,14,11623
680433,AL,INDIVIDUAL,6 years,HARPER ELECTRI CONSTRUCTION,A,OWN,11/02/2021,13/02/2021,13/02/2021,Fully Paid,13/03/2021,869236,car,A3, 36 months,Not Verified,31577,2631,8.21,77.11,6.92,2500,21,2736
381104,CO,INDIVIDUAL,< 1 year,Colorado Mountain College,A,OWN,09/02/2021,14/11/2021,12/03/2021,Fully Paid,12/04/2021,409174,car,A1, 36 months,Not Verified,29280,2440,7.25,55.89,7.37,1800,16,2012
469988,TX,INDIVIDUAL,10+ years,Fidelity Investments,A,OWN,09/12/2021,16/04/2021,12/07/2021,Fully Paid,12/08/2021,593144,car,A1, 36 months,Not Verified,109000,9083,5.8,494.4,7.05,16000,32,17738
475108,CO,INDIVIDUAL,10+ years,Steel-T Heating Inc.,A,OWN,10/01/2021,11/03/2021,11/03/2021,Fully Paid,11/04/2021,601235,car,A1, 36 months,Not Verified,74400,6200,4.26,231.75,7.05,7500,31,8014
836828,DE,INDIVIDUAL,10+ years,UFCW Local 27,A,OWN,11/08/2021,13/11/2021,13/11/2021,Fully Paid,13/12/2021,1046913,car,A2, 36 months,Not Verified,50000,4167,21.02,228.14,5.99,7500,32,8163
687289,CA,INDIVIDUAL,5 years,Garratt Callahan,A,OWN,11/03/2021,12/09/2021,12/09/2021,Fully Paid,12/10/2021,877274,car,A3, 36 months,Not Verified,102000,8500,12.42,215.89,6.92,7000,21,7567
474790,NY,INDIVIDUAL,< 1 year,,A,OWN,10/01/2021,16/02/2021,12/04/2021,Fully Paid,12/05/2021,600698,car,A1, 36 months,Not Verified,70000,5833,7.92,247.2,7.05,8000,27,8664
730669,NY,INDIVIDUAL,5 years,BNP Paribas,A,OWN,11/04/2021,16/04/2021,14/02/2021,Fully Paid,14/03/2021,926657,car,A5, 36 months,Not Verified,100000,8333,14.64,187.08,7.66,6000,16,6739
735441,PA,INDIVIDUAL,4 years,Customized Distribution Services,A,OWN,11/05/2021,16/05/2021,14/05/2021,Fully Paid,14/06/2021,932157,car,A5, 36 months,Not Verified,120000,10000,24.12,220.95,8.49,7000,46,7954
485715,CT,INDIVIDUAL,10+ years,,B,OWN,10/03/2021,16/04/2021,13/04/2021,Fully Paid,13/05/2021,618879,car,B3, 36 months,Not Verified,52000,4333,10.11,130.24,10.62,4000,17,4689
503367,WY,INDIVIDUAL,4 years,interstate brands corp.,B,OWN,10/04/2021,12/10/2021,12/10/2021,Fully Paid,12/11/2021,647818,car,B2, 36 months,Not Verified,58000,4833,11.28,485.78,10.25,15000,11,17281
749988,TX,INDIVIDUAL,6 years,VA GI Bill Education,B,OWN,11/05/2021,11/12/2021,11/11/2021,Fully Paid,11/12/2021,949275,car,B3, 36 months,Not Verified,43200,3600,9.36,65.47,10.99,2000,6,2096
471662,CA,INDIVIDUAL,10+ years,,B,OWN,09/12/2021,07/08/2021,10/02/2021,Fully Paid,10/03/2021,595463,car,B4, 36 months,Not Verified,140000,11667,24.2,799.2,12.18,24000,11,24244
724040,NY,INDIVIDUAL,3 years,mercy college,B,OWN,11/04/2021,12/12/2021,12/11/2021,Fully Paid,12/12/2021,919104,car,B5, 36 months,Not Verified,16800,1400,4.71,32.8,11.11,1000,24,1137
1043163,FL,INDIVIDUAL,5 years,Scooter Paints,B,OWN,11/11/2021,16/05/2021,14/12/2021,Fully Paid,14/01/2022,1273265,car,B3, 36 months,Not Verified,26000,2167,7.11,148.85,11.71,4500,9,5358
473807,PA,INDIVIDUAL,< 1 year,,B,OWN,10/01/2021,13/02/2021,13/01/2021,Fully Paid,13/02/2021,599104,car,B1, 36 months,Not Verified,12000,1000,17,147.62,11.14,4500,5,5315
564259,MI,INDIVIDUAL,10+ years,L3 Communications C.P.S.,B,OWN,10/08/2021,16/05/2021,13/09/2021,Fully Paid,13/10/2021,726033,car,B4, 36 months,Not Verified,50000,4167,1.51,59.35,11.49,1800,5,2137
797987,FL,INDIVIDUAL,2 years,the back doctor,B,OWN,11/06/2021,15/01/2021,13/09/2021,Fully Paid,13/10/2021,1003052,car,B3, 36 months,Not Verified,36000,3000,5.87,81.84,10.99,2500,15,2907
464477,PA,INDIVIDUAL,3 years,Walmart,B,OWN,09/12/2021,13/07/2021,12/03/2021,Fully Paid,12/04/2021,582181,car,B3, 36 months,Not Verified,24300,2025,0.99,149.11,11.83,4500,4,5304
460102,CA,INDIVIDUAL,7 years,Mumm Napa,C,OWN,09/11/2021,11/02/2021,11/02/2021,Fully Paid,11/03/2021,573959,car,C3, 36 months,Not Verified,62000,5167,8.05,118.89,13.57,3500,15,3969
713402,FL,INDIVIDUAL,10+ years,UCF,C,OWN,11/03/2021,16/05/2021,14/04/2021,Fully Paid,14/05/2021,906620,car,C2, 36 months,Not Verified,49200,4100,4.02,134.9,13.06,4000,30,4856
493683,MO,INDIVIDUAL,2 years,Graphics Packaging,C,OWN,10/03/2021,16/05/2021,13/03/2021,Fully Paid,13/04/2021,631696,car,C5, 36 months,Not Verified,50000,4167,14.09,205.71,14.22,6000,10,7406
409503,NY,INDIVIDUAL,< 1 year,Town of Seneca Falls Highway,C,OWN,09/06/2021,12/07/2021,12/07/2021,Fully Paid,12/08/2021,460293,car,C3, 36 months,Not Verified,18720,1560,20.83,118.2,13.16,3500,8,4256
472364,CO,INDIVIDUAL,10+ years,,D,OWN,09/12/2021,13/02/2021,13/01/2021,Fully Paid,13/02/2021,596465,car,D2, 36 months,Not Verified,124000,10333,8.25,814.16,14.96,23500,10,29310
472214,NY,INDIVIDUAL,10+ years,,D,OWN,09/12/2021,13/02/2021,13/01/2021,Fully Paid,13/02/2021,596215,car,D2, 36 months,Not Verified,130000,10833,7.88,782.98,14.96,22600,10,28187
472062,NY,INDIVIDUAL,10+ years,,D,OWN,09/12/2021,13/02/2021,10/02/2021,Fully Paid,10/03/2021,595963,car,D2, 36 months,Not Verified,120000,10000,8.51,817.63,14.96,23600,10,23895
690606,AL,INDIVIDUAL,7 years,Nicholson MFG,D,OWN,11/03/2021,16/05/2021,12/11/2021,Fully Paid,12/12/2021,881044,car,D4, 36 months,Not Verified,36000,3000,24.7,279.88,15.65,8000,21,9490
419127,NJ,INDIVIDUAL,< 1 year,Aquinas Academy,D,OWN,09/07/2021,12/07/2021,12/07/2021,Fully Paid,12/08/2021,491642,car,D3, 36 months,Not Verified,31193,2599,0,138.15,14.74,4000,4,4973
391751,MS,INDIVIDUAL,2 years,McOpCo,D,OWN,09/04/2021,15/11/2021,11/10/2021,Fully Paid,11/11/2021,428101,car,D4, 36 months,Not Verified,22000,1833,19.75,138.77,15.05,4000,12,4763
372778,MA,INDIVIDUAL,< 1 year,Dr. Demartino,D,OWN,09/03/2021,16/02/2021,12/04/2021,Fully Paid,12/05/2021,391952,car,D2, 36 months,Not Verified,25000,2083,12.38,82.52,14.42,2400,11,2971
471174,TX,INDIVIDUAL,< 1 year,ICR,A,OWN,10/01/2021,16/05/2021,13/01/2021,Fully Paid,13/02/2021,594840,car,A1, 36 months,Not Verified,48000,4000,0.85,231.75,7.05,7500,18,8344
583337,NJ,INDIVIDUAL,1 year,Marie Welshinger,A,RENT,10/09/2021,13/10/2021,13/10/2021,Fully Paid,13/11/2021,749595,car,A3, 36 months,Not Verified,38500,3208,5.49,154.71,7.14,5000,14,5570
749390,CA,INDIVIDUAL,1 year,MH Consulting Services,A,RENT,11/05/2021,16/05/2021,11/10/2021,Fully Paid,11/11/2021,948621,car,A4, 36 months,Not Verified,71040,5920,2.75,407.44,7.49,13100,17,13488
812462,CA,INDIVIDUAL,1 year,Fisher Asset Management LLC,A,RENT,11/07/2021,16/03/2021,14/08/2021,Fully Paid,14/09/2021,1015921,car,A4, 36 months,Not Verified,65000,5417,0.52,124.41,7.49,4000,10,4479
399588,WA,INDIVIDUAL,1 year,State of Washington Dept of Corrections,A,RENT,09/05/2021,16/05/2021,12/06/2021,Fully Paid,12/07/2021,442399,car,A4, 36 months,Not Verified,42000,3500,9.97,185.3,9.32,5800,27,6716
433450,VA,INDIVIDUAL,1 year,Roanoke City,A,RENT,09/08/2021,12/09/2021,11/08/2021,Fully Paid,11/09/2021,516330,car,A4, 36 months,Not Verified,42312,3526,12.11,173.86,8.59,5500,14,6150
611147,TX,INDIVIDUAL,1 year,2Dialog,A,RENT,10/11/2021,12/01/2021,11/12/2021,Fully Paid,11/01/2022,769311,car,A5, 36 months,Not Verified,50000,4167,8.83,199.67,6.91,10000,26,6778
838960,WA,INDIVIDUAL,1 year,CentrAlert,A,RENT,11/08/2021,13/09/2021,13/09/2021,Fully Paid,13/10/2021,1049091,car,A5, 36 months,Not Verified,50000,4167,12.84,94.69,8.49,3000,21,3366
485234,PA,INDIVIDUAL,1 year,Newark Board of Education,A,RENT,10/02/2021,14/01/2021,13/03/2021,Fully Paid,13/04/2021,618122,car,A5, 36 months,Not Verified,52300,4358,3.76,337.83,7.88,10800,21,12163
623971,NY,INDIVIDUAL,10+ years,kamco supply corp of new england,A,RENT,10/12/2021,14/11/2021,11/05/2021,Fully Paid,11/06/2021,799645,car,A2, 36 months,Not Verified,45000,3750,22.16,57.63,5.79,1900,25,1944
584739,NJ,INDIVIDUAL,10+ years,pss,A,RENT,10/09/2021,16/04/2021,12/10/2021,Fully Paid,12/11/2021,751369,car,A3, 36 months,Not Verified,140000,11667,7.96,278.48,7.14,9000,24,9865
672866,GA,INDIVIDUAL,10+ years,,A,RENT,11/02/2021,14/10/2021,14/03/2021,Fully Paid,14/04/2021,860102,car,A4, 36 months,Not Verified,30000,2500,0.24,62.02,7.29,2000,4,2233
883995,FL,INDIVIDUAL,10+ years,escambia county board of county commissi,A,RENT,11/09/2021,14/10/2021,14/11/2021,Fully Paid,14/12/2021,1099330,car,A4, 36 months,Not Verified,26400,2200,17.09,118.91,7.9,3800,10,4300
752122,FL,INDIVIDUAL,2 years,"DR, Inc.",A,RENT,11/05/2021,12/12/2021,12/12/2021,Fully Paid,12/01/2022,951674,car,A1, 36 months,Not Verified,70000,5833,7.77,135.72,5.42,4500,21,4795
812053,WA,INDIVIDUAL,2 years,ArtsFund,A,RENT,11/07/2021,14/07/2021,14/08/2021,Fully Paid,14/09/2021,1019162,car,A2, 36 months,Not Verified,60000,5000,6.22,144.49,5.99,4750,12,5201
665294,IL,INDIVIDUAL,2 years,Stainless Sales Corporation,A,RENT,11/02/2021,14/02/2021,14/02/2021,Fully Paid,14/03/2021,850593,car,A2, 36 months,Not Verified,110500,9208,9.68,272.95,5.79,9000,26,9826
743941,CO,INDIVIDUAL,2 years,Great southwestern construction,A,RENT,11/05/2021,15/06/2021,14/02/2021,Fully Paid,14/03/2021,942327,car,A2, 36 months,Not Verified,42000,3500,13.31,197.72,5.99,6500,12,7112
378205,MO,INDIVIDUAL,2 years,International Education,A,RENT,09/02/2021,10/11/2021,10/12/2021,Fully Paid,10/01/2022,403074,car,A3, 36 months,Not Verified,30000,2500,0.8,172.35,8,5500,21,6034
386851,CA,INDIVIDUAL,2 years,Improvement Direct,A,RENT,09/03/2021,12/04/2021,12/04/2021,Fully Paid,12/05/2021,416411,car,A3, 36 months,Not Verified,23198,1933,8.95,188.02,8,6000,21,6769
653363,VA,INDIVIDUAL,2 years,Compusearch,A,RENT,11/01/2021,13/06/2021,13/07/2021,Fully Paid,13/08/2021,835549,car,A4, 36 months,Not Verified,70000,5833,4.27,93.03,7.29,3000,5,3334
760810,NY,INDIVIDUAL,2 years,TeleNav,A,RENT,11/05/2021,12/11/2021,12/12/2021,Fully Paid,12/01/2022,961133,car,A4, 36 months,Not Verified,110000,9167,6.93,99.53,7.49,3200,17,3481
353624,PA,INDIVIDUAL,2 years,"Psychology Software Tools, Inc",A,RENT,08/08/2021,11/06/2021,11/02/2021,Fully Paid,11/03/2021,357323,car,A4, 36 months,Not Verified,31000,2583,8.5,50.38,8.32,1800,11,1806
476925,NY,INDIVIDUAL,2 years,"Impact Technologies, LLC",A,RENT,10/01/2021,13/11/2021,12/10/2021,Fully Paid,12/11/2021,604357,car,A5, 36 months,Not Verified,84000,7000,9.13,190.63,8.94,6000,4,6691
731269,MD,INDIVIDUAL,2 years,baystate builders,A,RENT,11/04/2021,14/04/2021,14/05/2021,Fully Paid,14/06/2021,927319,car,A5, 36 months,Not Verified,30000,2500,7.2,187.08,7.66,6000,21,6722
805646,CT,INDIVIDUAL,3 years,"CONNSACS, Inc.",A,RENT,11/07/2021,16/01/2021,12/07/2021,Fully Paid,12/08/2021,1011709,car,A1, 36 months,Not Verified,35000,2917,12.82,144.77,5.42,4800,15,4966
892547,CA,INDIVIDUAL,3 years,Panasonic Avionics Corporation,A,RENT,11/09/2021,14/10/2021,14/10/2021,Fully Paid,14/11/2021,1109494,car,A2, 36 months,Not Verified,80000,6667,14.25,368.45,6.62,12000,14,13264
685139,GA,INDIVIDUAL,3 years,Turner Broadcasting,A,RENT,11/02/2021,15/04/2021,14/02/2021,Fully Paid,14/03/2021,874733,car,A2, 36 months,Not Verified,47000,3917,10.06,121.31,5.79,4000,13,4344
744231,FL,INDIVIDUAL,3 years,"Mediatech, Inc.",A,RENT,11/05/2021,14/05/2021,14/05/2021,Fully Paid,14/06/2021,942686,car,A3, 36 months,Not Verified,34200,2850,2.42,222.29,6.99,7200,6,8002
